Year,Gender,Variable,Change_mean,Change_ci_lower,Change_ci_upper,Change_unit
40 years,male,t_chd_death_annual,-17.043567415592204,-16.02510459967272,-18.048940827276326,thousand
40 years,male,t_noncvd_death_annual,-0.11943338032592647,-0.11703574208679912,-0.1217392941181541,million
40 years,male,t_Cost_annual,-1.4036067436432476,-1.3830934316601544,-1.4241200556263427,billion
40 years,male,t_QALY_annual,-0.057718063778219746,-0.057365737844321876,-0.058070389712117615,million
lifetime,both,t_stroke_event,-1.8534443969999999,-1.8284653620000035,-1.8884774935875013,million
lifetime,both,t_IS_event,-1.3207644773022085,-1.3011844109271058,-1.3475090679645538,million
lifetime,both,t_HS_event,-0.3013700589521993,-0.29731862183893004,-0.3066501273705,million
lifetime,both,t_US_event,-0.23130986074560228,-0.2285042155344002,-0.23224507581599987,million
lifetime,both,t_stroke_death,-0.5495387700000003,-0.5330985763558739,-0.5655569196595158,million
lifetime,both,t_IS_death,-0.3916013275019976,-0.37715198338760364,-0.40574992307296626,million
lifetime,both,t_HS_death,-89.35500400200003,-81.97695244503743,-96.6644312070671,thousand
lifetime,both,t_US_death,-68.58243849600252,-62.09790790559392,-75.01429799712857,thousand
lifetime,both,t_chd_event,-0.7268899184999987,-0.7043463394124992,-0.7394418835875001,million
lifetime,both,t_chd_death,0.029974841999999714,0.02918664839765243,0.030740015021369794,million
lifetime,both,Cost,-13.867834133181823,-13.5994499171261,-14.136218349237426,billion
lifetime,both,QALY,14.802284108859956,14.726479059654652,14.87808915806523,million
lifetime,both,t_deathage,1.0105999999999966,-1.009820191690622,1.0113798083093712,
lifetime,both,t_stroke_event_annual,-0.4426202098444747,-0.43374283428122057,-0.4521851691825809,million
lifetime,both,t_IS_event_annual,-0.3154111615351741,-0.3092894716078937,-0.3208002797180428,million
lifetime,both,t_HS_event_annual,-71.97004612071143,-70.40678887515841,-73.25476665457647,thousand
lifetime,both,t_US_event_annual,-55.239002188591755,-54.1358033692998,-56.3477264271981,thousand
lifetime,both,t_stroke_death_annual,-182.18171980044718,-170.14149860578524,-194.08202602796575,thousand
lifetime,both,t_IS_death_annual,-129.82269352979785,-119.58258953400052,-139.9630941200112,thousand
lifetime,both,t_HS_death_annual,-29.62274763955134,-24.71113811284367,-34.51160699260462,thousand
lifetime,both,t_US_death_annual,-22.736278631095555,-18.447440553758852,-27.00765532053217,thousand
lifetime,both,t_chd_event_annual,-0.1571203077194551,-0.15429540217833895,-0.16154938243082376,million
lifetime,both,t_chd_death_annual,-37.49281280521781,-35.310165244564644,-39.64666600781353,thousand
lifetime,both,t_noncvd_death_annual,-0.1908325310463151,-0.18667456786825834,-0.19484393546238635,million
lifetime,both,t_Cost_annual,-2.734421137989403,-2.6977716744846076,-2.7710706014941904,billion
lifetime,both,t_QALY_annual,-0.11397826236256212,-0.11336652977491915,-0.11458999495020136,million
lifetime,female,t_stroke_event,-0.9763635040000006,-0.9728212095800005,-0.994223811999999,million
lifetime,female,t_IS_event,-0.6957566329503954,-0.6906869428505507,-0.6974960245327781,million
lifetime,female,t_HS_event,-0.15875670575040113,-0.15623983114704024,-0.1587567057504002,million
lifetime,female,t_US_event,-0.12185016529919998,-0.12200247800582414,-0.12437632726271963,million
lifetime,female,t_stroke_death,-309.5786719999999,-300.6553458851776,-318.26424270353374,thousand
lifetime,female,t_IS_death,-220.60576166720003,-212.73975337065943,-228.3023454576562,thousand
lifetime,female,t_HS_death,-50.33749206719999,-46.30161443279745,-54.33471067172758,thousand
lifetime,female,t_US_death,-38.6354182656,-35.08711961245266,-42.15404504341906,thousand
lifetime,female,t_chd_event,-0.4238846431999989,-0.4191218944000006,-0.43221945359999875,million
lifetime,female,t_chd_death,0.040483364799999866,0.0394638951222531,0.04147174338550144,million
lifetime,female,Cost,-7.712024477376191,-7.5783697646997075,-7.845679190052704,billion
lifetime,female,QALY,7.375637028913647,7.333583791449532,7.417690266377837,million
lifetime,female,t_deathage,1.1036000000000001,-1.1010702615867984,1.1061297384132018,
lifetime,female,t_stroke_event_annual,-0.2237860782529919,-0.21942813732168753,-0.22708705433455553,million
lifetime,female,t_IS_event_annual,-0.15946995936308184,-0.1558901829220266,-0.16217013626907556,million
lifetime,female,t_HS_event_annual,-36.38761632393635,-35.514049151889715,-37.09685452852704,thousand
lifetime,female,t_US_event_annual,-27.928502565972884,-27.40917677411571,-28.50656308929404,thousand
lifetime,female,t_stroke_death_annual,-91.31164525309234,-85.36607038869336,-97.1870930714881,thousand
lifetime,female,t_IS_death_annual,-65.06867840735401,-60.010549699582,-70.07683458214157,thousand
lifetime,female,t_HS_death_annual,-14.847273518152688,-12.4193045997025,-17.263839778923487,thousand
lifetime,female,t_US_death_annual,-11.395693327585647,-9.275279780532546,-13.507355019299313,thousand
lifetime,female,t_chd_event_annual,-73.89175204647705,-72.37508652849961,-74.88702269390784,thousand
lifetime,female,t_chd_death_annual,-18.757572151311148,-17.681800912968757,-19.818937635366105,thousand
lifetime,female,t_noncvd_death_annual,-0.060720404339545175,-0.05924975118864374,-0.062144424417779086,million
lifetime,female,t_Cost_annual,-1.3739967441804066,-1.3546451229384804,-1.3933483654223309,billion
lifetime,female,t_QALY_annual,-0.05411546315160673,-0.05388634313244652,-0.054344583170767874,million
lifetime,male,t_stroke_event,-0.8640699743000008,-0.8627627579999976,-0.8719132720999978,million
lifetime,male,t_IS_event,-0.6157362636861783,-0.6064210403323789,-0.6268912436523549,million
lifetime,male,t_HS_event,-0.140497777821179,-0.13985480387578206,-0.14368607837688085,million
lifetime,male,t_US_event,-0.10783593279263982,-0.10799907338687964,-0.10832535457536019,million
lifetime,male,t_stroke_death,-262.7504763,-254.44936980077588,-270.84979128963533,thousand
lifetime,male,t_IS_death,-187.23598941137874,-179.96920375410468,-194.35897843892405,thousand
lifetime,male,t_HS_death,-42.723227446380015,-39.037158881289024,-46.37648471201331,thousand
lifetime,male,t_US_death,-32.791259442241284,-29.553134755157707,-36.00420054892643,thousand
lifetime,male,t_chd_event,-0.3215752097999994,-0.31373191199999956,-0.3254968586999997,million
lifetime,male,t_chd_death,0.024837109699999915,0.024129523831258992,0.025525620749426308,million
lifetime,male,Cost,-6.188067478568176,-6.056012788676483,-6.32012216845987,billion
lifetime,male,QALY,7.568956569437072,7.526757284977302,7.6111558538968564,million
lifetime,male,t_deathage,0.9728000000000065,-0.9724019691761043,0.9731980308239088,
lifetime,male,t_stroke_event_annual,-0.23264251473587494,-0.22803529206143833,-0.23771839765513456,million
lifetime,male,t_IS_event_annual,-0.16578105600078522,-0.16232525368752285,-0.1702952134112206,million
lifetime,male,t_HS_event_annual,-37.82767289605379,-37.03592382385439,-38.50451451946353,thousand
lifetime,male,t_US_event_annual,-29.033785839037183,-28.420381937494938,-29.584048555316492,thousand
lifetime,male,t_stroke_death_annual,-92.55521940344052,-86.3629143698864,-98.67644233009818,thousand
lifetime,male,t_IS_death_annual,-65.9548493468914,-60.68957726445637,-71.16946831995092,thousand
lifetime,male,t_HS_death_annual,-15.049478674999431,-12.525611086421206,-17.561788312995734,thousand
lifetime,male,t_US_death_annual,-11.550891381548395,-9.34730248687743,-13.745609229280323,thousand
lifetime,male,t_chd_event_annual,-73.72794262509153,-71.78602149024873,-75.18286468726804,thousand
lifetime,male,t_chd_death_annual,-17.013167036522994,-15.99659917602298,-18.016668840178173,thousand
lifetime,male,t_noncvd_death_annual,-0.11782251721810852,-0.11546297740043514,-0.1200915697264995,million
lifetime,male,t_Cost_annual,-1.40563268067836,-1.3851072233568096,-1.4261581379999122,billion
lifetime,male,t_QALY_annual,-0.060183659918038174,-0.059922433265747505,-0.06044488657032885,million
