Year,Gender,Variable,Base,Intervention,Change,Base Unit,Intervention Unit,Change Unit
30 years,both,t_chd_death_annual,"675778.23 (600770.86, 759858.5)","638129.76 (565316.43, 720044.91)","-37648.47 (-35454.43, -39813.59)",,,
30 years,both,t_noncvd_death_annual,"3311979.22 (3149465.84, 3481540.92)","3111769.49 (2953684.18, 3277056.89)","-200209.72 (-195781.66, -204484.02)",,,
30 years,both,t_Cost_annual,"23882071720.29 (23503794643.7, 24260348796.89)","21157676668.3 (20815825308.58, 21499528028.02)","-2724395052.0 (-2687969335.12, -2760820768.87)",,,
30 years,both,t_QALY_annual,"17339489.36 (17275629.5, 17403349.21)","17251505.88 (17188931.76, 17314080.0)","-87983.48 (-86697.74, -89269.21)",,,
30 years,female,t_stroke_event,"20767966.14 (20373818.91, 21163274.29)","19754691.34 (19382006.24, 20132168.94)","-1013274.81 (-991812.67, -1031105.35)",,,
30 years,female,t_IS_event,"14799252.67 (14526889.41, 15075858.36)","14077193.05 (13802263.11, 14347032.07)","-722059.63 (-724626.29, -728826.29)",,,
30 years,female,t_HS_event,"3376871.29 (3315691.88, 3439986.77)","3212112.81 (3148992.5, 3273679.44)","-164758.48 (-166699.38, -166307.33)",,,
30 years,female,t_US_event,"2591842.17 (2542210.52, 2640288.76)","2465385.48 (2418577.18, 2512639.57)","-126456.7 (-123633.34, -127649.19)",,,
30 years,female,t_stroke_death,"1158538.65 (1091205.64, 1229554.12)","852532.04 (794301.85, 914679.69)","-306006.61 (-296903.78, -314874.43)",,,
30 years,female,t_IS_death,"825574.64 (768240.59, 886846.87)","607514.33 (558184.48, 660949.83)","-218060.31 (-210056.11, -225897.04)",,,
30 years,female,t_HS_death,"188378.38 (161393.16, 219791.15)","138621.71 (115726.6, 165982.57)","-49756.67 (-45666.56, -53808.58)",,,
30 years,female,t_US_death,"144585.62 (121164.21, 172468.21)","106396.0 (86569.55, 130712.96)","-38189.62 (-34594.66, -41755.26)",,,
30 years,female,t_chd_event,"8094291.59 (7914497.82, 8280038.79)","7662072.13 (7488231.8, 7838293.84)","-432219.45 (-426266.02, -441744.95)",,,
30 years,female,t_chd_death,"1239505.38 (1170037.17, 1312593.86)","1270463.24 (1200204.11, 1344318.89)","30957.87 (30166.93, 31725.03)",,,
30 years,female,Cost,"147711725988.87 (145452199613.31, 149971252364.43)","139299035907.15 (137185418738.73, 141412653075.57)","-8412690081.72 (-8266780874.58, -8558599288.86)",,,
30 years,female,QALY,"100425695.23 (99325634.68, 101525755.78)","107174304.16 (106045953.69, 108302654.62)","6748608.93 (6720319.01, 6776898.85)",,,
30 years,female,t_deathage,"79.32 (79.1, 79.55)","80.26 (80.04, 80.49)","0.94 (-0.94, 0.94)",,,
30 years,female,t_stroke_event_annual,"1679371.23 (1642327.61, 1716548.46)","1458743.98 (1426183.87, 1491874.78)","-220627.25 (-216143.73, -224673.68)",,,
30 years,female,t_IS_event_annual,"1196719.94 (1170525.98, 1223294.56)","1039500.96 (1016719.35, 1062415.07)","-157218.98 (-153806.63, -160879.49)",,,
30 years,female,t_HS_event_annual,"273065.76 (267021.95, 279107.44)","237191.77 (231914.43, 242512.49)","-35873.99 (-35107.53, -36594.95)",,,
30 years,female,t_US_event_annual,"209585.53 (204899.82, 214196.37)","182051.25 (178007.05, 186219.26)","-27534.28 (-26892.77, -27977.11)",,,
30 years,female,t_stroke_death_annual,"300426.57 (265941.21, 339253.43)","209186.69 (180659.6, 242125.35)","-91239.88 (-85281.61, -97128.08)",,,
30 years,female,t_IS_death_annual,"214083.98 (185205.78, 247369.97)","149066.44 (125256.88, 177333.73)","-65017.54 (-59948.9, -70036.24)",,,
30 years,female,t_HS_death_annual,"48849.36 (36031.14, 66202.29)","34013.76 (23628.18, 48945.43)","-14835.6 (-12402.96, -17256.85)",,,
30 years,female,t_US_death_annual,"37493.24 (26496.63, 53033.26)","26106.5 (17234.33, 39530.83)","-11386.74 (-9262.3, -13502.43)",,,
30 years,female,t_chd_event_annual,"741324.43 (712275.24, 771542.76)","668256.83 (641053.66, 696573.74)","-73067.6 (-71221.58, -74969.02)",,,
30 years,female,t_chd_death_annual,"331426.42 (295142.64, 372027.88)","312392.06 (277201.24, 351915.18)","-19034.36 (-17941.4, -20112.7)",,,
30 years,female,t_noncvd_death_annual,"1348865.59 (1276662.29, 1424605.18)","1281249.33 (1210717.79, 1355369.1)","-67616.26 (-65944.5, -69236.08)",,,
30 years,female,t_Cost_annual,"11541188179.88 (11360625970.11, 11721750389.65)","10173400209.47 (10012057983.12, 10334742435.83)","-1367787970.41 (-1348567987.0, -1387007953.82)",,,
30 years,female,t_QALY_annual,"8105642.68 (8074815.03, 8136470.32)","8069781.48 (8039605.93, 8099957.04)","-35861.19 (-35209.09, -36513.29)",,,
30 years,male,t_stroke_event,"19729815.62 (19331114.64, 20132438.24)","18844830.18 (18444821.99, 19234380.64)","-884985.44 (-886292.65, -898057.6)",,,
30 years,male,t_IS_event,"14059466.61 (13776260.53, 14345443.96)","13428825.99 (13152163.85, 13700853.8)","-630640.62 (-624096.68, -644590.17)",,,
30 years,male,t_HS_event,"3208068.02 (3142389.03, 3275447.44)","3064169.39 (3001466.14, 3129635.83)","-143898.63 (-140922.88, -145811.61)",,,
30 years,male,t_US_event,"2462280.99 (2412196.83, 2512202.01)","2351834.81 (2303708.33, 2400776.98)","-110446.18 (-108488.5, -111425.03)",,,
30 years,male,t_stroke_death,"1108519.42 (1039210.99, 1181996.2)","844461.73 (783640.34, 909654.26)","-264057.69 (-255570.65, -272341.94)",,,
30 years,male,t_IS_death,"789930.94 (731059.92, 853214.99)","601763.43 (550313.2, 657771.19)","-188167.51 (-180746.72, -195443.79)",,,
30 years,male,t_HS_death,"180245.26 (152714.96, 212656.81)","137309.48 (113535.92, 165997.27)","-42935.78 (-39179.05, -46659.54)",,,
30 years,male,t_US_death,"138343.22 (114472.66, 167127.23)","105388.82 (84817.97, 130898.42)","-32954.4 (-29654.68, -36228.81)",,,
30 years,male,t_chd_event,"7737413.28 (7546559.7, 7928266.86)","7393615.39 (7213219.54, 7577932.89)","-343797.89 (-333340.16, -350333.97)",,,
30 years,male,t_chd_death,"1151657.56 (1081089.54, 1226360.8)","1172573.02 (1101405.39, 1247859.81)","20915.46 (20315.85, 21499.0)",,,
30 years,male,Cost,"140396451455.26 (138044450180.68, 142748452729.83)","133760753343.02 (131551341069.41, 135970165616.63)","-6635698112.24 (-6493109111.28, -6778287113.2)",,,
30 years,male,QALY,"97896339.08 (96730596.33, 99062081.84)","105093153.66 (103894924.15, 106291383.17)","7196814.58 (7164327.83, 7229301.33)",,,
30 years,male,t_deathage,"75.59 (75.39, 75.8)","76.48 (76.27, 76.68)","0.88 (-0.88, 0.88)",,,
30 years,male,t_stroke_event_annual,"1811994.48 (1771096.86, 1854405.76)","1581250.25 (1543944.29, 1619040.34)","-230744.23 (-227152.58, -235365.43)",,,
30 years,male,t_IS_event_annual,"1291227.26 (1261400.13, 1320782.9)","1126798.93 (1100896.2, 1153354.8)","-164428.34 (-160503.93, -167428.1)",,,
30 years,male,t_HS_event_annual,"294630.3 (288004.99, 301431.97)","257111.29 (250999.27, 263046.49)","-37519.01 (-37005.72, -38385.48)",,,
30 years,male,t_US_event_annual,"226136.91 (220982.45, 231297.27)","197340.03 (192817.03, 202000.94)","-28796.88 (-28165.42, -29296.33)",,,
30 years,male,t_stroke_death_annual,"312591.53 (275772.9, 354189.78)","219993.97 (189379.97, 255458.69)","-92597.57 (-86392.93, -98731.09)",,,
30 years,male,t_IS_death_annual,"222752.73 (191935.9, 258418.17)","156767.7 (131226.48, 187208.22)","-65985.02 (-60709.42, -71209.96)",,,
30 years,male,t_HS_death_annual,"50827.38 (37182.43, 69452.99)","35771.02 (24654.68, 51879.57)","-15056.36 (-12527.74, -17573.42)",,,
30 years,male,t_US_death_annual,"39011.42 (27312.44, 55700.13)","27455.25 (17963.97, 41945.12)","-11556.18 (-9348.47, -13755.01)",,,
30 years,male,t_chd_event_annual,"784653.27 (752970.98, 817387.71)","711129.02 (681435.66, 742953.03)","-73524.25 (-71535.32, -74434.68)",,,
30 years,male,t_chd_death_annual,"336366.15 (298118.33, 379375.33)","319243.81 (282019.61, 361242.53)","-17122.33 (-16098.72, -18132.79)",,,
30 years,male,t_noncvd_death_annual,"1941590.53 (1852241.11, 2034468.51)","1819659.8 (1732780.85, 1910160.96)","-121930.73 (-119460.26, -124307.56)",,,
30 years,male,t_Cost_annual,"12466936110.52 (12263923576.34, 12669948644.7)","11065424988.25 (10882851150.56, 11247998825.93)","-1401511122.27 (-1381072425.77, -1421949818.77)",,,
30 years,male,t_QALY_annual,"9208593.94 (9175709.24, 9241478.64)","9159438.14 (9127121.89, 9191754.4)","-49155.8 (-48587.35, -49724.25)",,,
40 years,both,t_stroke_event,"41420235.84 (40603421.39, 42252037.7)","39551804.02 (38742420.84, 40336145.72)","-1868431.82 (-1861000.56, -1915891.98)",,,
40 years,both,t_IS_event,"29516060.06 (28944633.62, 30105242.05)","28184615.54 (27615013.61, 28747097.45)","-1331444.51 (-1329620.01, -1358144.6)",,,
40 years,both,t_HS_event,"6734930.35 (6600481.53, 6866525.9)","6431123.33 (6301558.58, 6561094.25)","-303807.01 (-298922.95, -305431.65)",,,
40 years,both,t_US_event,"5169245.43 (5066060.04, 5273054.31)","4936065.14 (4835685.39, 5035197.94)","-233180.29 (-230374.65, -237856.37)",,,
40 years,both,t_stroke_death,"2350527.19 (2211453.36, 2497387.74)","1800988.42 (1678419.04, 1931766.56)","-549538.77 (-533034.31, -565621.18)",,,
40 years,both,t_IS_death,"1674985.68 (1556638.57, 1801638.31)","1283384.35 (1179538.76, 1395836.22)","-391601.33 (-377099.82, -405802.09)",,,
40 years,both,t_HS_death,"382195.72 (326582.91, 447106.92)","292840.72 (244628.98, 350419.46)","-89355.0 (-81953.93, -96687.46)",,,
40 years,both,t_US_death,"293345.79 (245089.18, 350969.03)","224763.36 (183011.28, 275934.72)","-68582.44 (-62077.9, -75034.31)",,,
40 years,both,t_chd_event,"16171427.26 (15784252.22, 16563598.11)","15444537.34 (15077345.53, 15814227.06)","-726889.92 (-706906.69, -749371.05)",,,
40 years,both,t_chd_death,"2500401.4 (2357276.07, 2651198.34)","2532874.15 (2388892.91, 2684502.06)","32472.75 (31616.83, 33303.72)",,,
40 years,both,Cost,"294140048099.42 (289267018432.55, 299013077766.29)","279993824461.27 (275398396075.57, 284589252846.98)","-14146223638.14 (-13868622356.98, -14423824919.3)",,,
40 years,both,QALY,"201357779.85 (198958498.3, 203757061.41)","215938299.94 (213470114.21, 218406485.67)","14580520.09 (14511615.91, 14649424.27)",,,
40 years,both,t_deathage,"77.67 (77.46, 77.88)","78.61 (78.4, 78.82)","0.94 (-0.94, 0.94)",,,
40 years,both,t_stroke_event_annual,"3450938.57 (3374223.96, 3528430.04)","3009672.27 (2940453.68, 3080311.0)","-441266.3 (-433770.27, -448119.04)",,,
40 years,both,t_IS_event_annual,"2459138.82 (2404944.05, 2514711.6)","2144692.46 (2095321.59, 2195173.56)","-314446.36 (-309622.46, -319538.05)",,,
40 years,both,t_HS_event_annual,"561122.61 (548522.81, 573875.14)","489372.71 (478018.27, 500547.83)","-71749.9 (-70504.54, -73327.32)",,,
40 years,both,t_US_event_annual,"430677.13 (420857.54, 440353.13)","375607.1 (366894.02, 384162.56)","-55070.03 (-53963.52, -56190.57)",,,
40 years,both,t_stroke_death_annual,"613170.59 (541850.26, 693611.91)","430989.28 (371712.6, 499526.88)","-182181.31 (-170137.67, -194085.03)",,,
40 years,both,t_IS_death_annual,"436945.36 (377236.55, 505910.51)","307122.96 (257657.11, 365944.85)","-129822.4 (-119579.44, -139965.65)",,,
40 years,both,t_HS_death_annual,"99701.54 (73231.87, 135686.54)","70078.86 (48522.1, 101173.71)","-29622.68 (-24709.78, -34512.84)",,,
40 years,both,t_US_death_annual,"76523.69 (53822.46, 108758.05)","53787.46 (35376.19, 81749.33)","-22736.23 (-18446.27, -27008.72)",,,
40 years,both,t_chd_event_annual,"1529339.36 (1468912.56, 1590450.02)","1372919.74 (1315595.19, 1430357.82)","-156419.62 (-153317.37, -160092.2)",,,
40 years,both,t_chd_death_annual,"676777.41 (601712.72, 760914.24)","639337.79 (566453.0, 721323.47)","-37439.62 (-35259.72, -39590.77)",,,
40 years,both,t_noncvd_death_annual,"3356031.03 (3192570.94, 3526505.62)","3161743.47 (3002533.13, 3328117.51)","-194287.56 (-190037.81, -198388.1)",,,
40 years,both,t_Cost_annual,"23749923324.57 (23371649011.94, 24128197637.21)","21021984001.07 (20680334584.9, 21363633417.24)","-2727939323.51 (-2691314427.04, -2764564219.97)",,,
40 years,both,t_QALY_annual,"17239547.23 (17172576.75, 17306517.71)","17132264.59 (17066135.85, 17198393.33)","-107282.64 (-106440.9, -108124.38)",,,
40 years,female,t_stroke_event,"21450229.91 (21046586.95, 21856254.24)","20469103.66 (20077337.8, 20862060.2)","-981126.25 (-969249.15, -994194.04)",,,
40 years,female,t_IS_event,"15285433.83 (15000343.31, 15582403.13)","14586283.26 (14298647.29, 14873070.75)","-699150.57 (-701696.02, -709332.37)",,,
40 years,female,t_HS_event,"3487807.38 (3420819.8, 3553439.73)","3328276.25 (3263219.89, 3393521.39)","-159531.13 (-157599.91, -159918.34)",,,
40 years,female,t_US_event,"2676988.69 (2626019.66, 2726917.54)","2554544.14 (2505209.68, 2605513.17)","-122444.56 (-120809.98, -121404.37)",,,
40 years,female,t_stroke_death,"1199022.01 (1130609.05, 1271086.35)","890634.03 (831166.77, 953989.49)","-308387.98 (-299442.27, -317096.86)",,,
40 years,female,t_IS_death,"854423.08 (796130.7, 916631.49)","634665.81 (584255.1, 689161.31)","-219757.28 (-211875.6, -227470.18)",,,
40 years,female,t_HS_death,"194960.98 (167478.82, 226865.63)","144817.09 (121375.48, 172719.71)","-50143.89 (-46103.34, -54145.92)",,,
40 years,female,t_US_death,"149637.95 (125779.32, 177953.87)","111151.13 (90844.69, 135944.41)","-38486.82 (-34934.62, -42009.46)",,,
40 years,female,t_chd_event,"8361005.52 (8169304.88, 8550324.78)","7932358.13 (7746610.92, 8119296.02)","-428647.39 (-422693.96, -431028.77)",,,
40 years,female,t_chd_death,"1254984.31 (1185118.94, 1328458.07)","1295467.67 (1224579.5, 1369933.16)","40483.36 (39460.56, 41475.08)",,,
40 years,female,Cost,"152269795710.52 (149875276026.98, 154664315394.06)","144361177569.09 (142106084011.92, 146616271126.26)","-7908618141.43 (-7769192015.06, -8048044267.8)",,,
40 years,female,QALY,"102693750.64 (101524633.29, 103862868.0)","109919610.73 (108712616.44, 111126605.01)","7225860.08 (7187983.15, 7263737.02)",,,
40 years,female,t_deathage,"79.82 (79.61, 80.03)","80.85 (80.64, 81.06)","1.03 (-1.02, 1.03)",,,
40 years,female,t_stroke_event_annual,"1672246.59 (1636073.64, 1710253.41)","1449517.43 (1416590.76, 1482605.99)","-222729.17 (-219482.88, -227647.43)",,,
40 years,female,t_IS_event_annual,"1191642.92 (1165683.36, 1218248.22)","1032926.12 (1010338.04, 1056669.37)","-158716.8 (-155345.32, -161578.85)",,,
40 years,female,t_HS_event_annual,"271907.3 (265972.45, 277917.69)","235691.53 (230341.15, 241010.69)","-36215.76 (-35631.3, -36907.0)",,,
40 years,female,t_US_event_annual,"208696.37 (204168.36, 213373.81)","180899.77 (176855.96, 184971.4)","-27796.6 (-27312.4, -28402.41)",,,
40 years,female,t_stroke_death_annual,"301615.61 (267059.48, 340512.32)","210331.33 (181721.8, 243351.55)","-91284.28 (-85337.68, -97160.76)",,,
40 years,female,t_IS_death_annual,"214931.28 (185992.77, 248276.95)","149882.11 (126002.54, 178218.78)","-65049.17 (-59990.23, -70058.17)",,,
40 years,female,t_HS_death_annual,"49042.7 (36195.38, 66424.57)","34199.87 (23780.86, 49164.84)","-14842.82 (-12414.52, -17259.73)",,,
40 years,female,t_US_death_annual,"37641.63 (26619.6, 53206.97)","26249.35 (17348.01, 39702.75)","-11392.28 (-9271.58, -13504.22)",,,
40 years,female,t_chd_event_annual,"737720.54 (708486.24, 767143.99)","664003.65 (637089.52, 691807.23)","-73716.88 (-71396.72, -75336.76)",,,
40 years,female,t_chd_death_annual,"331871.59 (295562.66, 372497.87)","313112.31 (277879.5, 352676.88)","-18759.28 (-17683.16, -19820.98)",,,
40 years,female,t_noncvd_death_annual,"1373982.67 (1301173.62, 1450308.72)","1311316.13 (1240033.67, 1386163.72)","-62666.54 (-61139.95, -64145.0)",,,
40 years,female,t_Cost_annual,"11461498840.56 (11280897836.43, 11642099844.69)","10091170437.06 (9929908942.22, 10252431931.9)","-1370328403.5 (-1350988894.21, -1389667912.79)",,,
40 years,female,t_QALY_annual,"8044462.26 (8011878.0, 8077046.52)","7995029.38 (7962820.1, 8027238.65)","-49432.89 (-49057.9, -49807.87)",,,
40 years,male,t_stroke_event,"20131131.02 (19710207.37, 20541596.94)","19255296.1 (18847444.61, 19661840.37)","-875834.92 (-862762.76, -879756.57)",,,
40 years,male,t_IS_event,"14345443.96 (14058511.8, 14639805.02)","13721324.0 (13431597.27, 14006369.83)","-624119.96 (-626914.53, -633435.19)",,,
40 years,male,t_HS_event,"3273321.9 (3207637.6, 3340701.32)","3130911.15 (3066294.92, 3196808.0)","-142410.76 (-141342.68, -143893.32)",,,
40 years,male,t_US_event,"2512365.15 (2460971.79, 2562775.59)","2403060.95 (2354118.77, 2453145.12)","-109304.2 (-106853.01, -109630.48)",,,
40 years,male,t_stroke_death,"1132049.32 (1062049.95, 1206198.96)","869298.84 (807614.36, 935335.39)","-262750.48 (-254435.59, -270863.57)",,,
40 years,male,t_IS_death,"806698.34 (747219.22, 870577.62)","619462.35 (567261.24, 676207.41)","-187235.99 (-179957.98, -194370.2)",,,
40 years,male,t_HS_death,"184071.22 (156229.71, 216791.05)","141347.99 (117197.53, 170409.59)","-42723.23 (-39032.18, -46381.46)",,,
40 years,male,t_US_death,"141279.75 (117135.61, 170335.08)","108488.5 (87586.81, 134326.55)","-32791.26 (-29548.81, -36008.53)",,,
40 years,male,t_chd_event,"7908658.62 (7717805.04, 8109969.93)","7583161.76 (7389693.74, 7775322.55)","-325496.86 (-328111.29, -334647.37)",,,
40 years,male,t_chd_death,"1159500.86 (1088707.15, 1234423.76)","1183030.75 (1111565.96, 1258606.67)","23529.89 (22858.81, 24182.91)",,,
40 years,male,Cost,"143254001879.38 (140804082064.16, 145703921694.59)","136943366389.99 (134629990799.72, 139256741980.25)","-6310635489.39 (-6174091264.44, -6447179714.34)",,,
40 years,male,QALY,"99313455.33 (98096579.19, 100530331.47)","106803655.65 (105547205.11, 108060106.18)","7490200.31 (7450625.92, 7529774.71)",,,
40 years,male,t_deathage,"75.94 (75.74, 76.13)","76.85 (76.65, 77.04)","0.91 (-0.91, 0.91)",,,
40 years,male,t_stroke_event_annual,"1806441.2 (1764252.89, 1847990.28)","1574166.6 (1537373.56, 1611253.49)","-232274.6 (-226879.34, -236736.79)",,,
40 years,male,t_IS_event_annual,"1287270.0 (1258347.43, 1316761.35)","1121751.12 (1095105.8, 1148349.53)","-165518.88 (-163241.63, -168411.81)",,,
40 years,male,t_HS_event_annual,"293727.34 (286774.86, 300710.38)","255959.49 (250027.21, 261943.99)","-37767.85 (-36747.65, -38766.39)",,,
40 years,male,t_US_event_annual,"225443.86 (220221.43, 230785.94)","196455.99 (191973.28, 200984.2)","-28987.87 (-28248.14, -29801.74)",,,
40 years,male,t_stroke_death_annual,"313271.56 (276411.26, 354910.95)","220716.34 (190049.11, 256233.75)","-92555.22 (-86362.15, -98677.2)",,,
40 years,male,t_IS_death_annual,"223237.31 (192384.99, 258937.88)","157282.46 (131696.05, 187767.77)","-65954.85 (-60688.94, -71170.1)",,,
40 years,male,t_HS_death_annual,"50937.96 (37275.91, 69580.57)","35888.48 (24750.58, 52018.5)","-15049.48 (-12525.32, -17562.08)",,,
40 years,male,t_US_death_annual,"39096.29 (27382.38, 55799.87)","27545.4 (18035.32, 42054.01)","-11550.89 (-9347.05, -13745.86)",,,
40 years,male,t_chd_event_annual,"782421.75 (750720.84, 814320.14)","708896.55 (679305.36, 740145.09)","-73525.21 (-71415.48, -74175.05)",,,
40 years,male,t_chd_death_annual,"336590.11 (298329.09, 379612.32)","319546.54 (282303.99, 361563.38)","-17043.57 (-16025.1, -18048.94)",,,
40 years,male,t_noncvd_death_annual,"1961956.97 (1872207.23, 2055219.62)","1842523.59 (1755171.49, 1933480.33)","-119433.38 (-117035.74, -121739.29)",,,
40 years,male,t_Cost_annual,"12418492477.93 (12215482200.31, 12621502755.55)","11014885734.29 (10832388768.65, 11197382699.93)","-1403606743.64 (-1383093431.66, -1424120055.63)",,,
40 years,male,t_QALY_annual,"9169910.62 (9135755.47, 9204065.77)","9112192.55 (9078389.73, 9145995.38)","-57718.06 (-57365.74, -58070.39)",,,
lifetime,both,t_stroke_event,"41702498.93 (40860643.01, 42534363.25)","39849054.54 (39032177.64, 40645885.75)","-1853444.4 (-1828465.36, -1888477.49)",,,
lifetime,both,t_IS_event,"29717200.74 (29119118.71, 30320667.29)","28396436.26 (27817934.3, 28973158.22)","-1320764.48 (-1301184.41, -1347509.07)",,,
lifetime,both,t_HS_event,"6780826.33 (6643950.71, 6918514.26)","6479456.27 (6346632.08, 6611864.14)","-301370.06 (-297318.62, -306650.13)",,,
lifetime,both,t_US_event,"5204471.87 (5100039.52, 5309215.95)","4973162.01 (4871535.3, 5076970.88)","-231309.86 (-228504.22, -232245.08)",,,
lifetime,both,t_stroke_death,"2363016.71 (2223598.7, 2510211.84)","1813477.94 (1690500.12, 1944654.92)","-549538.77 (-533098.58, -565556.92)",,,
lifetime,both,t_IS_death,"1683885.71 (1565234.08, 1810836.03)","1292284.38 (1188082.1, 1405086.1)","-391601.33 (-377151.98, -405749.92)",,,
lifetime,both,t_HS_death,"384226.52 (328456.52, 449293.33)","294871.51 (246479.57, 352628.9)","-89355.0 (-81976.95, -96664.43)",,,
lifetime,both,t_US_death,"294904.49 (246509.62, 352664.77)","226322.05 (184411.72, 277650.47)","-68582.44 (-62097.91, -75014.3)",,,
lifetime,both,t_chd_event,"16306314.05 (15914080.75, 16696049.44)","15579424.13 (15209734.41, 15956607.56)","-726889.92 (-704346.34, -739441.88)",,,
lifetime,both,t_chd_death,"2510393.02 (2367003.52, 2661446.45)","2540367.86 (2396190.17, 2692186.46)","29974.84 (29186.65, 30740.02)",,,
lifetime,both,Cost,"295749194055.61 (290810991355.64, 300687396755.58)","281881359922.43 (277211541438.51, 286551178406.34)","-13867834133.18 (-13599449917.13, -14136218349.24)",,,
lifetime,both,QALY,"202114745.54 (199685272.97, 204544218.1)","216917029.64 (214411752.03, 219422307.25)","14802284.11 (14726479.06, 14878089.16)",,,
lifetime,both,t_deathage,"77.95 (77.74, 78.15)","78.96 (78.75, 79.16)","1.01 (-1.01, 1.01)",,,
lifetime,both,t_stroke_event_annual,"3448259.09 (3370284.01, 3526089.19)","3005638.88 (2936541.18, 3073904.03)","-442620.21 (-433742.83, -452185.17)",,,
lifetime,both,t_IS_event_annual,"2457229.43 (2400751.45, 2512427.13)","2141818.27 (2091461.98, 2191626.85)","-315411.16 (-309289.47, -320800.28)",,,
lifetime,both,t_HS_event_annual,"560686.93 (547983.04, 573469.13)","488716.88 (477576.25, 500214.36)","-71970.05 (-70406.79, -73254.77)",,,
lifetime,both,t_US_event_annual,"430342.73 (420626.5, 440081.88)","375103.73 (366490.7, 383734.15)","-55239.0 (-54135.8, -56347.73)",,,
lifetime,both,t_stroke_death_annual,"613450.03 (542112.81, 693908.03)","431268.31 (371971.31, 499826.0)","-182181.72 (-170141.5, -194082.03)",,,
lifetime,both,t_IS_death_annual,"437144.49 (377421.29, 506123.88)","307321.8 (257838.7, 366160.78)","-129822.69 (-119582.59, -139963.09)",,,
lifetime,both,t_HS_death_annual,"99746.97 (73270.37, 135738.88)","70124.23 (48559.24, 101227.27)","-29622.75 (-24711.14, -34511.61)",,,
lifetime,both,t_US_death_annual,"76558.56 (53851.28, 108798.96)","53822.28 (35403.83, 81791.31)","-22736.28 (-18447.44, -27007.66)",,,
lifetime,both,t_chd_event_annual,"1528604.55 (1468744.75, 1592358.2)","1371484.25 (1314449.34, 1430808.82)","-157120.31 (-154295.4, -161549.38)",,,
lifetime,both,t_chd_death_annual,"677001.44 (601923.91, 761150.95)","639508.63 (566613.74, 721504.29)","-37492.81 (-35310.17, -39646.67)",,,
lifetime,both,t_noncvd_death_annual,"3370899.37 (3207121.91, 3541679.89)","3180066.83 (3020447.34, 3346835.96)","-190832.53 (-186674.57, -194843.94)",,,
lifetime,both,t_Cost_annual,"23717386997.54 (23338999346.85, 24095774648.24)","20982965859.55 (20641227672.36, 21324704046.75)","-2734421137.99 (-2697771674.48, -2771070601.49)",,,
lifetime,both,t_QALY_annual,"17217520.1 (17149685.76, 17285354.43)","17103541.83 (17036319.23, 17170764.43)","-113978.26 (-113366.53, -114589.99)",,,
lifetime,female,t_stroke_event,"21672888.41 (21262101.33, 22093201.0)","20696524.91 (20289280.12, 21098977.18)","-976363.5 (-972821.21, -994223.81)",,,
lifetime,female,t_IS_event,"15444100.28 (15147979.47, 15738566.55)","14748343.65 (14457292.53, 15041070.53)","-695756.63 (-690686.94, -697496.02)",,,
lifetime,female,t_HS_event,"3524011.66 (3457024.07, 3591386.45)","3365254.95 (3300784.24, 3432629.75)","-158756.71 (-156239.83, -158756.71)",,,
lifetime,female,t_US_event,"2704776.47 (2653807.44, 2757380.08)","2582926.31 (2531804.96, 2633003.75)","-121850.17 (-122002.48, -124376.33)",,,
lifetime,female,t_stroke_death,"1209738.2 (1141043.54, 1282075.99)","900159.52 (840388.2, 963811.75)","-309578.67 (-300655.35, -318264.24)",,,
lifetime,female,t_IS_death,"862059.44 (803516.75, 924512.29)","641453.68 (590776.99, 696209.94)","-220605.76 (-212739.75, -228302.35)",,,
lifetime,female,t_HS_death,"196703.43 (169091.19, 228736.82)","146365.94 (122789.58, 174402.11)","-50337.49 (-46301.61, -54334.71)",,,
lifetime,female,t_US_death,"150975.33 (127002.24, 179404.69)","112339.91 (91915.12, 137250.64)","-38635.42 (-35087.12, -42154.05)",,,
lifetime,female,t_chd_event,"8453879.12 (8264530.09, 8647961.13)","8029994.48 (7845408.19, 8215741.68)","-423884.64 (-419121.89, -432219.45)",,,
lifetime,female,t_chd_death,"1260937.74 (1190920.53, 1334558.79)","1301421.11 (1230384.42, 1376030.53)","40483.36 (39463.9, 41471.74)",,,
lifetime,female,Cost,"153410273370.51 (150974319223.19, 155846227517.83)","145698248893.14 (143395949458.49, 148000548327.78)","-7712024477.38 (-7578369764.7, -7845679190.05)",,,
lifetime,female,QALY,"103230156.99 (102040961.28, 104419352.7)","110605794.02 (109374545.07, 111837042.97)","7375637.03 (7333583.79, 7417690.27)",,,
lifetime,female,t_deathage,"80.17 (79.96, 80.38)","81.28 (81.07, 81.48)","1.1 (-1.1, 1.11)",,,
lifetime,female,t_stroke_event_annual,"1670834.67 (1634122.65, 1707204.03)","1447048.59 (1414694.51, 1480116.97)","-223786.08 (-219428.14, -227087.05)",,,
lifetime,female,t_IS_event_annual,"1190636.79 (1164080.1, 1217004.19)","1031166.83 (1008189.92, 1054834.06)","-159469.96 (-155890.18, -162170.14)",,,
lifetime,female,t_HS_event_annual,"271677.72 (265652.34, 277664.44)","235290.1 (230138.29, 240567.59)","-36387.62 (-35514.05, -37096.85)",,,
lifetime,female,t_US_event_annual,"208520.17 (203946.45, 213189.13)","180591.66 (176537.27, 184682.57)","-27928.5 (-27409.18, -28506.56)",,,
lifetime,female,t_stroke_death_annual,"301855.21 (267284.84, 340765.98)","210543.57 (181918.77, 243578.88)","-91311.65 (-85366.07, -97187.09)",,,
